size_sqm,bedrooms,location,price
173.62,7,City Center,581401.05
44.99,2,Industrial,82380.65
124.6,5,Suburban,309109.09
113.59,5,Rural,163315.69
146.85,6,Suburban,358143.21
128.53,5,Rural,185017.87
89.92,4,Rural,139289.23
107.24,5,Industrial,206324.76
88.16,4,City Center,309399.9
163.04,6,Rural,214290.29
120.85,5,City Center,415821.4
196.05,7,Industrial,355682.44
117.57,4,City Center,390648.7
91.66,2,Downtown,332613.05
59.45,3,Rural,80318.42
47.87,1,Industrial,90964.62
56.63,2,Suburban,135714.12
130.69,5,Industrial,236354.6
140.35,6,Rural,194165.0
56.75,2,Industrial,98276.56
155.8,6,Suburban,376673.07
100.68,4,Downtown,393944.45
125.87,4,Rural,166437.72
184.49,7,Rural,263427.83
155.87,5,Industrial,286967.36
109.26,4,City Center,367098.32
84.35,3,City Center,275538.93
33.93,1,Suburban,70953.77
91.23,3,Downtown,350830.54
111.55,4,Downtown,434116.77
80.51,3,Industrial,150517.23
114.75,6,Industrial,233859.58
123.07,6,City Center,433072.23
111.01,4,Downtown,425252.16
94.0,4,Downtown,366984.64
126.75,5,Downtown,496311.65
137.68,5,Suburban,321409.25
76.38,2,Suburban,179720.07
176.44,7,Industrial,326309.94
116.06,5,City Center,399597.42
120.75,5,Rural,172064.98
148.33,6,City Center,498718.73
129.33,5,Suburban,318270.29
158.13,6,Suburban,373061.93
131.48,5,Industrial,245569.45
95.5,4,Rural,135966.51
134.46,5,Downtown,526356.49
74.25,3,Rural,106793.95
124.34,4,Rural,164642.39
118.67,4,Rural,150465.8
111.68,4,Industrial,213704.99
114.86,4,Suburban,273425.0
44.73,2,Downtown,182924.13
98.05,5,Rural,146591.0
123.71,5,Downtown,489326.29
126.39,6,Rural,182608.26
78.89,3,Suburban,183930.99
170.63,7,Downtown,659808.1
85.35,4,City Center,304669.02
158.78,8,Suburban,401178.58
137.09,5,Downtown,530105.21
94.15,3,Rural,117230.91
191.01,7,Rural,251999.44
72.25,3,Suburban,182253.05
156.77,5,Suburban,361078.33
160.02,6,Rural,225256.29
93.18,5,Downtown,367839.17
175.7,7,City Center,603244.84
110.0,4,Industrial,209265.21
131.55,5,Suburban,317072.49
130.41,6,Rural,181319.87
114.63,4,Downtown,450404.78
152.43,7,Suburban,378628.66
151.74,7,Downtown,599478.42
50.06,2,Suburban,112572.44
172.17,7,Rural,237381.61
53.5,3,Downtown,215025.12
161.3,7,Rural,235857.85
165.07,6,Downtown,643166.72
76.36,3,Suburban,176087.69
103.57,3,Industrial,181302.14
75.77,3,Industrial,148832.72
111.4,5,City Center,385236.48
107.68,4,City Center,362540.89
151.19,6,Rural,211280.42
172.41,6,Downtown,665610.22
175.83,7,City Center,596251.06
97.51,4,Suburban,226046.56
111.63,4,Industrial,209291.69
52.66,2,Downtown,198162.65
87.77,3,Industrial,155220.8
158.59,6,Downtown,615564.23
184.62,7,City Center,619311.94
70.63,2,City Center,229792.14
96.3,4,Rural,134252.43
118.94,5,Downtown,465105.19
131.21,5,Suburban,310932.89
87.62,3,City Center,283393.58
136.96,6,Rural,202492.44
101.05,4,City Center,352704.28
119.42,5,Industrial,228130.86
141.85,6,City Center,487019.11
120.26,7,Downtown,496515.12
102.54,3,Rural,142261.56
115.62,5,Downtown,463778.63
116.47,4,Suburban,275647.96
105.2,4,Suburban,255824.12
109.65,4,City Center,363845.47
183.95,7,Rural,255787.89
142.44,6,Rural,198144.78
108.18,4,Rural,140262.79
147.88,6,Rural,207673.18
106.65,4,City Center,362482.66
166.92,7,Downtown,644497.45
134.79,5,City Center,457924.06
115.71,4,Downtown,440959.7
137.91,6,Industrial,257363.02
57.16,2,Industrial,96762.43
74.93,3,Downtown,292777.55
72.24,2,City Center,230692.0
125.72,5,Suburban,303301.45
189.3,7,City Center,640148.8
209.25,8,Suburban,491210.01
145.52,5,City Center,491838.13
140.03,6,Rural,192132.78
47.96,2,Rural,64343.69
98.29,3,Industrial,172777.57
88.49,3,Industrial,171681.97
95.17,5,Downtown,381381.34
113.27,5,Suburban,286013.49
101.12,4,Rural,135413.38
40.83,2,City Center,151816.02
149.92,6,Downtown,583112.44
77.09,3,City Center,266364.84
129.57,5,Rural,184770.87
202.96,7,Rural,275577.31
83.22,3,Rural,116585.62
30.0,1,Rural,31040.0
108.56,4,City Center,368489.49
164.04,7,Downtown,642122.35
198.33,7,Rural,265892.9
70.82,2,Industrial,133598.02
139.87,6,Downtown,559116.89
101.39,4,Industrial,182584.37
115.76,5,City Center,392630.2
225.77,8,Rural,304720.73
59.88,3,Downtown,239117.15
130.15,6,Rural,194957.59
138.71,5,Rural,186855.73
163.43,6,Downtown,636165.09
123.92,4,Rural,169112.33
132.32,5,Rural,173703.02
104.33,5,Suburban,255680.11
130.77,6,Suburban,326743.16
106.27,5,Downtown,427165.08
144.86,5,Downtown,560828.06
105.22,5,Rural,155926.59
135.08,4,Industrial,247799.02
118.83,5,Downtown,474174.21
165.04,6,Rural,224557.01
117.94,5,Industrial,228855.38
49.08,1,Suburban,100288.4
170.48,7,Downtown,659093.01
83.77,3,Rural,115346.71
93.85,3,Suburban,216898.69
96.17,3,City Center,326221.64
174.98,6,Suburban,403171.05
34.57,1,Rural,47399.03
245.51,8,Industrial,438280.91
162.24,8,City Center,561396.82
128.93,5,City Center,429411.67
117.8,5,City Center,406762.72
131.42,5,Downtown,516490.57
140.84,6,Rural,205294.9
145.81,6,City Center,488898.87
142.22,6,Suburban,343708.36
123.58,5,Industrial,229685.84
112.11,4,Rural,161385.46
113.95,5,Suburban,270634.14
112.2,4,Downtown,424658.84
165.35,7,City Center,571792.41
143.74,5,Suburban,344168.54
30.0,1,Rural,39176.0
146.24,7,Suburban,364355.06
127.79,6,Downtown,501764.07
119.25,5,Industrial,230495.47
104.46,4,City Center,349291.79
164.96,7,Rural,225046.51
157.9,7,City Center,542067.18
89.08,4,City Center,314636.68
136.28,4,City Center,444650.27
81.13,3,Suburban,201792.46
64.82,3,Suburban,168896.55
94.93,4,Industrial,184689.97
154.5,6,Downtown,603547.09
158.13,6,Rural,211209.0
140.52,5,Suburban,323091.83
149.0,5,City Center,503599.49
140.65,7,Downtown,565448.96
94.34,4,Rural,138715.74
137.28,5,Rural,178828.9
152.02,6,Rural,209832.38
150.17,6,Rural,200995.65
167.56,7,Industrial,315082.8
148.33,6,Rural,203910.15
134.06,5,Downtown,514399.75
162.81,6,Suburban,384642.02
118.94,5,Downtown,474632.02
84.73,3,City Center,275112.04
113.48,5,Industrial,217810.98
90.2,4,Industrial,165729.84
92.99,4,City Center,320480.61
114.22,4,Downtown,432818.39
88.3,4,Downtown,341966.21
107.68,4,City Center,365282.62
44.26,2,Rural,56949.41
128.53,6,Rural,182126.75
120.05,6,Suburban,291363.44
87.32,4,Downtown,336028.59
146.37,7,Downtown,591944.39
157.5,7,City Center,539525.42
55.7,2,City Center,186941.82
89.49,4,Rural,137975.01
89.23,4,Downtown,358669.07
82.4,4,Downtown,330544.57
153.18,6,Industrial,288644.49
112.25,5,Suburban,266719.91
109.42,4,Suburban,253226.81
39.85,1,Rural,42267.51
145.42,6,Downtown,566184.52
70.43,3,Industrial,134913.5
122.4,6,Downtown,490567.57
131.1,4,City Center,435317.23
174.43,7,Rural,245934.34
67.65,3,Suburban,162610.37
30.0,2,Downtown,117843.0
127.35,5,Rural,171464.98
192.02,8,Suburban,466503.89
169.56,6,Downtown,657230.49
128.39,5,Industrial,250866.56
100.33,4,Rural,134558.55
152.28,5,Downtown,577976.16
81.06,3,Suburban,198925.3
139.05,6,Suburban,330509.62
140.22,5,Industrial,259269.21
162.41,7,Rural,238093.4
230.39,8,Rural,316349.4
135.7,5,Downtown,531365.24
99.64,4,Suburban,247225.91
118.98,4,Suburban,273989.06
49.24,2,Industrial,90926.45
92.21,4,Industrial,184848.21
103.63,4,Rural,135798.7
99.04,4,Suburban,233190.93
126.09,4,Downtown,478626.68
87.1,4,City Center,295472.61
164.84,6,Downtown,634970.29
120.01,5,Industrial,229031.42
119.63,5,Downtown,468641.96
106.88,4,Suburban,246707.42
126.21,4,Rural,161934.63
153.0,7,City Center,530931.79
85.31,4,Rural,118930.79
93.68,4,City Center,316431.02
107.85,4,City Center,364021.88
66.17,3,Suburban,160681.33
87.23,3,Suburban,206016.37
100.95,4,Industrial,187306.75
154.98,6,Industrial,296559.35
130.5,6,City Center,442520.36
127.74,5,Industrial,240358.39
154.04,7,Suburban,375462.84
114.51,5,Industrial,229316.69
135.62,5,City Center,456210.78
115.87,5,Rural,161118.13
130.61,5,Downtown,504668.73
96.69,3,Industrial,171324.48
30.0,1,Suburban,61308.0
114.63,4,Rural,154312.83
176.91,8,Suburban,436542.85
157.05,5,Industrial,280399.92
158.62,7,City Center,554008.7
169.45,6,Downtown,643117.3
123.55,4,Downtown,469398.06
127.89,6,Rural,188535.63
95.29,4,Downtown,378744.73
107.36,5,City Center,369931.26
144.63,6,Suburban,352686.69
168.16,8,City Center,588272.13
114.42,5,Rural,169372.15
101.99,4,Rural,133584.43
120.02,5,Downtown,474537.91
144.05,6,City Center,488241.81
62.25,2,Suburban,140949.61
30.0,1,City Center,99151.0
97.98,4,Suburban,230123.05
71.17,2,Suburban,158831.01
99.67,4,City Center,339438.18
114.09,4,Industrial,213141.18
101.87,4,City Center,346780.19
178.1,8,Suburban,443627.4
133.07,5,Rural,187585.79
132.02,6,Rural,191278.97
144.89,5,Downtown,554745.0
74.45,4,Rural,108633.68
161.56,7,Industrial,305686.71
116.97,4,Suburban,270115.86
146.82,7,City Center,516398.67
77.13,3,City Center,254812.13
57.85,2,Industrial,104074.47
152.72,5,Rural,205384.59
135.06,5,Suburban,311077.76
83.92,3,Rural,111361.94
85.21,3,Downtown,328873.17
165.02,6,Rural,229627.39
72.42,3,Downtown,273982.33
185.71,7,City Center,621674.75
83.98,2,Suburban,194383.34
145.54,6,Downtown,576745.87
106.86,3,Rural,140146.26
144.13,6,Rural,200898.5
98.24,3,City Center,332205.32
113.49,5,Industrial,214164.43
121.64,6,Industrial,236889.15
79.91,3,Rural,103479.5
149.63,7,Industrial,286107.46
99.47,4,Suburban,239010.91
110.86,5,Industrial,220445.01
80.23,3,Suburban,188396.05
30.0,1,Rural,35800.0
112.36,5,Rural,166766.89
216.5,8,Rural,294521.62
151.38,6,City Center,506967.51
119.23,5,Industrial,219814.38
109.48,4,Downtown,426480.28
120.9,6,Downtown,473352.22
141.88,5,Rural,198527.76
72.77,3,Industrial,134176.23
164.57,7,Suburban,393503.74
148.62,6,Downtown,587041.38
148.73,7,Rural,221217.43
137.54,5,Downtown,523145.6
120.78,5,Downtown,477047.33
146.91,6,Downtown,578587.57
143.67,6,Rural,207339.57
105.84,4,Rural,139632.37
97.06,4,City Center,324757.79
124.07,5,City Center,426920.76
181.96,7,City Center,618214.42
70.44,3,Downtown,273495.01
61.3,3,Industrial,121541.48
126.59,3,Rural,149919.43
122.04,5,City Center,417142.52
126.93,5,Industrial,244772.5
129.76,4,City Center,421366.38
111.07,5,City Center,392566.73
179.59,7,Industrial,347450.81
55.96,3,City Center,188178.52
86.86,2,Downtown,331179.42
115.87,5,Downtown,447860.33
54.27,2,Downtown,216212.57
112.97,5,Suburban,268769.65
186.46,8,City Center,641205.42
120.84,4,Suburban,279807.92
129.23,5,Rural,170493.04
69.59,3,Industrial,127373.11
95.35,3,Rural,130034.54
104.99,5,Suburban,264091.29
107.29,4,Downtown,413662.89
171.27,6,City Center,571827.26
142.31,5,City Center,480044.93
75.54,3,Downtown,295047.89
129.86,5,City Center,430191.57
139.93,6,Industrial,263416.3
165.61,6,Industrial,303832.94
183.22,7,Industrial,344771.44
79.4,3,Rural,101024.23
87.57,4,Downtown,349655.95
69.7,3,Industrial,132452.33
110.64,5,Suburban,264650.41
138.65,6,Industrial,271083.5
159.49,6,Rural,219282.38
116.96,5,Suburban,277062.92
107.21,4,Downtown,416864.35
126.07,5,Downtown,499889.12
86.59,4,Industrial,162141.43
203.58,8,Suburban,483284.1
55.69,3,Suburban,139568.12
127.39,5,Industrial,246387.43
200.94,8,Industrial,388083.37
120.27,4,City Center,396540.98
112.4,5,City Center,392779.32
105.7,4,Industrial,201772.27
112.78,5,Rural,161578.33
174.91,7,City Center,598853.82
31.53,1,Industrial,58832.29
181.34,8,Suburban,436749.7
63.04,1,City Center,201903.14
109.33,5,Rural,155495.91
102.83,4,Downtown,397541.78
143.54,5,Suburban,335086.26
56.08,2,Rural,79528.03
138.49,6,Rural,203119.91
200.97,8,Rural,288849.38
65.47,3,Suburban,163938.08
127.59,5,Rural,179714.25
93.52,4,Downtown,370412.5
137.04,6,City Center,477862.46
120.77,5,Suburban,288602.82
94.34,5,Rural,148089.52
139.51,5,Industrial,268547.34
192.17,8,City Center,658504.77
112.36,5,Suburban,271313.7
148.79,6,Industrial,292888.48
68.27,2,Industrial,123044.62
81.74,2,Rural,95709.54
138.9,6,Suburban,328614.5
179.36,7,Rural,239585.64
134.22,6,Downtown,526665.87
107.48,4,Industrial,203345.52
119.97,5,Downtown,475443.8
69.98,4,Rural,103871.69
144.18,6,City Center,496040.84
155.29,6,Industrial,293291.98
101.92,4,City Center,355403.16
101.2,4,Suburban,242513.63
130.64,6,Industrial,258724.69
102.53,4,Downtown,392852.24
117.35,5,City Center,411046.09
203.99,8,Suburban,479643.74
110.12,4,Industrial,211490.46
105.67,5,Suburban,262605.79
94.1,3,Downtown,363682.15
149.77,6,Industrial,279408.52
112.75,6,Suburban,286862.07
94.03,4,Rural,141963.08
172.85,6,Industrial,315393.24
176.78,7,Industrial,330613.18
95.98,4,Industrial,183246.59
45.34,2,Industrial,90133.6
160.3,7,Rural,236771.55
92.61,3,Downtown,351266.82
151.63,7,Rural,214328.02
41.2,2,Rural,62346.85
155.7,7,Suburban,390209.79
71.55,3,City Center,238806.37
149.23,7,City Center,509438.69
120.57,5,Suburban,289373.85
81.84,3,Rural,116993.42
103.72,4,Suburban,247767.09
147.45,5,Industrial,277601.11
124.24,5,Suburban,299747.56
143.38,6,Suburban,355288.04
199.06,8,Industrial,372523.44
57.43,2,City Center,189177.01
184.69,8,Industrial,357314.75
124.17,5,Downtown,474817.83
84.05,3,Suburban,188696.28
66.79,3,Suburban,157283.91
112.44,4,City Center,383902.55
156.87,6,Rural,212589.0
114.9,5,Industrial,226351.05
180.45,7,Rural,250214.2
61.95,3,Downtown,247151.4
119.52,5,Industrial,238066.66
69.9,3,Downtown,272636.92
134.55,6,Downtown,538114.46
155.48,6,Downtown,613143.23
103.17,4,Industrial,200300.29
30.0,1,Industrial,55291.0
127.96,6,City Center,445667.78
137.47,6,Suburban,336598.08
136.17,5,Rural,184154.79
169.43,7,Rural,235931.29
77.16,4,Downtown,301686.48
147.21,6,Industrial,284871.97
167.7,6,Industrial,306364.45
48.86,2,Downtown,198548.74
132.79,5,Suburban,309648.15
99.83,4,Rural,138222.81
116.74,4,City Center,385659.28
133.91,4,Suburban,301319.12
100.51,4,Industrial,197952.29
92.97,4,Downtown,355902.87
121.37,5,Rural,174122.1
76.51,4,Downtown,312047.57
76.57,3,Industrial,150991.49
147.17,5,Downtown,565717.26
74.05,3,Rural,101987.24
146.65,6,Downtown,568002.75
138.5,6,Rural,196251.65
50.97,2,Downtown,191257.06
92.9,4,Downtown,359898.95
167.76,8,Rural,250802.38
80.75,3,Downtown,308604.83
101.42,5,Suburban,254506.66
138.48,5,City Center,472929.31
151.34,7,Suburban,382224.24
109.94,5,City Center,386581.33
96.1,4,Suburban,229989.18
176.89,7,City Center,600269.38
189.56,6,Downtown,717716.95
159.15,6,Rural,213477.32
123.41,5,Rural,165450.73
87.67,3,Industrial,167481.06
86.78,4,City Center,295807.67
140.9,5,Industrial,259413.85
136.74,5,Industrial,263472.89
176.06,7,City Center,589453.83
146.02,5,Rural,191749.0
59.88,3,City Center,209533.36
162.08,6,Downtown,617621.67
80.08,3,Industrial,140556.36
104.64,4,Industrial,206153.72
130.01,5,City Center,443923.02
199.83,8,Industrial,388686.05
244.4,8,Rural,317548.74
144.27,6,Industrial,276650.38
112.67,5,City Center,396733.41
141.38,5,Rural,190994.23
155.51,6,Rural,221963.22
107.17,4,Industrial,197708.94
191.81,7,City Center,637630.36
129.2,5,Industrial,251659.25
139.91,5,Downtown,549549.03
146.64,5,Downtown,572793.4
136.86,6,Rural,199996.46
153.56,6,Industrial,298450.43
95.31,4,Downtown,363619.55
97.67,4,Suburban,242739.86
75.99,2,Downtown,281512.41
137.58,6,Industrial,264379.07
151.16,6,Industrial,287688.19
138.31,5,Downtown,543589.2
186.98,8,Industrial,353004.55
119.78,5,Industrial,224627.24
146.75,6,Suburban,356206.33
76.33,4,Rural,119191.96
104.52,4,Industrial,201021.02
147.82,5,City Center,500874.53
153.96,6,Rural,221634.08
108.24,6,Rural,177471.32
117.14,5,City Center,399920.09
59.29,4,Downtown,251384.68
105.72,5,Suburban,253730.66
155.62,6,Industrial,301418.99
143.01,6,Downtown,567388.7
140.03,6,City Center,481435.89
121.99,4,Suburban,283999.89
120.28,5,Suburban,293385.05
93.59,4,Suburban,233107.31
147.95,6,City Center,495806.41
136.84,6,Downtown,548651.21
139.68,6,Industrial,274831.13
98.96,4,Suburban,244220.21
33.87,1,Suburban,82746.57
163.89,6,Downtown,641578.38
100.85,4,Suburban,241632.0
85.49,3,Suburban,205442.94
147.74,5,City Center,493442.47
104.32,5,Rural,152023.49
162.4,6,Downtown,635031.09
144.68,6,Downtown,562892.83
147.34,6,Downtown,568690.71
65.36,3,City Center,233886.31
168.48,7,City Center,573398.28
130.45,6,Industrial,259405.03
105.23,4,City Center,353987.74
125.74,5,Downtown,499010.39
48.95,1,Industrial,82674.89
136.35,6,Rural,200501.11
78.83,3,Suburban,193730.28
65.89,3,Suburban,153828.38
59.11,3,Industrial,127223.45
164.51,6,Rural,229341.53
94.83,4,Suburban,224150.93
181.35,8,Industrial,345581.66
98.57,5,City Center,345516.82
51.71,2,Downtown,194627.89
75.34,2,Rural,101658.02
169.43,7,Suburban,417942.93
113.76,5,Downtown,442058.26
98.07,4,Industrial,181882.76
126.4,5,Suburban,312469.46
140.07,5,Downtown,536201.58
164.7,7,City Center,561604.86
177.94,8,Rural,253045.97
105.61,4,Industrial,206963.88
66.96,3,Suburban,158313.19
103.46,4,City Center,353027.18
130.41,5,Rural,185233.22
81.45,4,Rural,131225.64
81.71,3,City Center,275603.89
133.75,5,Suburban,311214.03
118.05,4,Rural,149639.91
121.31,5,Industrial,231373.82
89.66,4,Downtown,350948.65
110.78,4,Industrial,203837.96
83.03,3,Rural,110434.67
155.61,6,Downtown,607960.78
161.41,7,City Center,554066.92
46.15,2,Downtown,181075.7
82.82,3,Downtown,325772.48
60.14,2,Downtown,229041.9
94.0,4,Rural,137354.04
116.66,5,Suburban,286130.96
62.01,2,Rural,91597.19
83.13,4,Suburban,206069.21
79.84,3,City Center,274389.12
128.29,5,City Center,425853.08
122.77,6,City Center,428549.32
91.13,3,City Center,296943.49
127.07,5,City Center,438523.5
98.13,4,Industrial,189137.19
109.13,4,Rural,155451.8
186.94,7,Suburban,438928.17
173.62,8,City Center,596261.33
68.02,3,Industrial,139883.13
153.19,6,Industrial,292633.95
152.46,5,Industrial,281284.79
74.07,4,Rural,111167.47
152.75,7,City Center,524972.32
181.52,7,Industrial,348131.92
75.1,3,Industrial,141241.31
83.3,4,City Center,280511.66
160.71,8,Rural,237992.46
130.86,4,Industrial,236357.72
142.06,6,Suburban,343923.1
133.62,5,Downtown,510699.49
135.63,5,Downtown,524623.43
66.94,3,Downtown,266033.9
161.89,6,Rural,222464.71
166.78,7,Industrial,326412.4
110.82,4,Downtown,427887.3
118.26,5,Downtown,469731.23
58.76,1,City Center,179468.1
140.57,6,Industrial,261607.29
142.88,6,Industrial,271879.45
117.51,4,City Center,383878.08
164.97,7,Industrial,321442.2
106.64,3,Suburban,241969.82
142.58,6,Rural,207109.24
79.21,2,City Center,267506.28
119.06,5,Downtown,462267.7
113.03,4,Industrial,214485.74
129.01,5,Suburban,305954.63
105.22,4,Suburban,246954.85
114.74,4,Rural,159028.1
153.04,6,Suburban,367912.77
102.53,3,Industrial,176216.15
55.74,3,Industrial,117565.37
189.98,8,Suburban,458831.71
175.26,8,Industrial,338872.24
68.31,3,Industrial,129411.24
147.59,6,Downtown,580349.09
99.88,3,City Center,334382.03
130.54,6,Industrial,256780.23
131.77,6,Industrial,251321.45
110.62,4,Rural,151367.69
88.65,4,City Center,315470.12
92.38,4,City Center,311644.07
83.35,3,City Center,272556.97
86.73,4,Suburban,222631.22
117.31,4,Downtown,450499.04
91.37,4,Downtown,366476.6
147.28,5,Rural,199698.08
179.49,7,City Center,613302.54
96.8,3,City Center,328683.61
129.58,6,Industrial,246849.27
139.99,5,Suburban,333977.81
138.88,5,Suburban,325219.18
123.04,5,Rural,169158.21
149.71,6,Downtown,582460.54
139.29,5,City Center,472120.87
70.49,2,Rural,98750.5
154.77,7,Suburban,375704.49
155.49,6,Suburban,379455.27
89.47,3,Suburban,205424.11
121.52,5,City Center,414516.54
147.33,6,City Center,503054.48
111.63,5,City Center,381762.34
162.92,7,Industrial,324188.68
214.55,8,Downtown,821470.15
88.56,3,Suburban,207446.12
64.76,3,Suburban,167824.43
132.15,5,Industrial,255475.12
148.86,7,Suburban,368279.0
110.77,3,Suburban,261408.69
178.13,7,City Center,609804.28
66.46,4,City Center,243494.3
147.72,6,Downtown,585034.61
95.77,4,Suburban,237224.13
188.78,8,Rural,267987.12
199.7,8,Suburban,474597.23
89.33,3,Suburban,212517.47
98.02,4,Downtown,380061.0
154.38,6,Rural,211705.52
104.51,5,Suburban,252172.55
118.18,5,Rural,171995.55
121.02,5,City Center,420900.61
43.21,2,City Center,145317.22
119.45,5,Rural,160828.49
92.41,3,Suburban,214349.78
100.28,4,Rural,137389.09
177.75,7,Rural,247179.28
69.74,2,City Center,220924.17
152.53,6,Rural,208525.21
108.84,4,Industrial,201224.22
108.81,5,Industrial,214605.39
151.61,5,City Center,509379.63
133.6,5,Suburban,326182.1
142.82,7,Suburban,357778.04
158.73,6,City Center,543881.16
106.75,5,Suburban,262254.33
95.51,4,Downtown,366990.86
76.59,3,Industrial,140615.97
86.98,2,Downtown,314566.53
237.96,8,Downtown,912602.22
169.79,6,Downtown,657022.14
65.96,2,City Center,212678.08
67.1,2,Downtown,263209.89
139.27,6,Rural,205283.64
141.89,7,Suburban,362927.18
141.96,6,City Center,493064.06
109.8,4,Rural,142902.77
114.98,4,Rural,146635.83
133.12,6,Industrial,266187.77
123.44,6,Industrial,235547.58
31.23,1,Rural,38546.99
110.81,3,Industrial,189785.02
85.94,4,Suburban,211060.49
127.01,6,Suburban,311122.91
239.41,8,Industrial,440262.54
134.7,5,Downtown,516507.43
107.46,5,Rural,163784.81
156.87,6,Suburban,376586.12
139.31,5,Industrial,259894.27
136.8,6,Industrial,261837.67
144.27,6,Suburban,345303.05
202.26,7,Suburban,475653.49
74.76,2,Downtown,277264.62
138.95,6,Industrial,270029.92
82.94,4,Industrial,169260.13
142.22,6,City Center,495549.52
83.25,3,Downtown,330800.89
103.31,4,Suburban,248625.65
108.2,4,Suburban,259064.81
159.03,6,Rural,212008.67
156.74,5,Suburban,371331.36
70.17,2,Industrial,127147.96
122.2,5,Suburban,290989.73
91.62,4,Industrial,184951.21
69.66,3,Industrial,137893.71
111.32,5,Downtown,448569.61
107.66,5,Suburban,273313.38
217.07,8,Downtown,842565.31
137.32,6,Industrial,274258.59
64.9,3,Suburban,151982.6
97.41,3,Suburban,227082.08
160.86,7,Downtown,624084.66
203.54,8,Downtown,799464.99
56.56,2,Industrial,104934.0
44.8,3,Industrial,89382.54
194.84,7,Suburban,466793.21
135.58,5,Suburban,324761.13
85.27,4,City Center,294508.87
141.39,6,City Center,476842.49
30.0,2,Rural,43756.0
120.14,5,Industrial,226263.53
133.11,5,Rural,181735.85
156.97,6,Rural,211464.81
79.44,2,Downtown,289333.57
123.43,4,Downtown,468534.2
82.98,4,City Center,281170.04
130.22,6,Rural,185379.35
84.19,4,City Center,283412.44
103.68,3,Industrial,178725.95
80.17,3,Suburban,199304.77
146.05,5,Downtown,570311.07
154.34,7,Industrial,305892.07
110.62,4,Industrial,208452.77
121.53,4,Downtown,458693.32
62.06,2,Downtown,237008.2
108.01,4,Rural,138287.93
117.99,5,City Center,406270.45
224.83,8,Industrial,407961.59
75.52,2,Rural,91575.32
178.57,6,Rural,229376.09
159.87,6,Industrial,303026.53
131.23,5,Industrial,245891.18
190.34,7,Suburban,440725.64
134.88,6,City Center,464925.66
135.57,6,Industrial,273041.55
117.88,5,Downtown,465062.11
168.94,7,Suburban,409288.51
163.86,7,City Center,566613.31
94.97,3,Downtown,371444.18
67.23,2,Downtown,259322.39
111.88,5,City Center,393007.32
88.0,4,Suburban,220692.91
117.46,5,Downtown,457553.56
169.5,6,Rural,232080.53
101.71,4,City Center,335274.8
118.29,4,City Center,399118.19
122.32,5,Industrial,234967.36
153.94,7,Suburban,381381.47
30.12,1,Rural,39638.43
95.73,3,Rural,121379.99
128.45,5,Industrial,234188.02
168.0,7,Downtown,666653.05
100.32,4,Downtown,397748.66
44.94,2,Rural,74063.89
144.79,6,Suburban,347325.92
94.59,4,Downtown,361620.27
72.41,2,City Center,244826.0
95.03,4,Industrial,184771.28
112.62,4,Suburban,264999.97
95.81,3,Downtown,368552.75
31.78,1,Rural,41008.36
155.88,6,Industrial,290432.97
171.0,7,Downtown,673111.51
146.06,6,Rural,208333.88
74.49,1,Downtown,277278.01
111.94,4,Industrial,203061.51
119.74,5,City Center,405623.44
143.95,7,City Center,506149.33
146.73,5,Rural,201626.62
90.63,4,City Center,302087.14
123.28,6,Industrial,247992.73
138.29,5,Rural,185436.22
178.23,7,Downtown,689742.13
148.18,6,Suburban,346959.52
151.56,6,Downtown,593600.94
123.35,5,Industrial,237238.6
176.42,7,Rural,247942.37
136.39,7,Downtown,551683.79
85.56,4,Rural,135516.48
176.13,8,City Center,607549.4
147.92,6,Suburban,360189.26
102.28,3,Industrial,183234.36
100.82,4,Downtown,384740.98
131.86,6,Suburban,332134.04
138.53,5,Industrial,260312.09
127.89,6,Industrial,247290.54
132.45,6,City Center,449184.04
188.0,8,Rural,274921.29
162.86,6,Rural,229086.73
127.63,5,Suburban,302452.85
157.65,6,City Center,527395.27
78.7,4,Industrial,167933.57
135.92,5,City Center,459890.25
192.37,7,City Center,648334.76
111.28,4,Suburban,265480.33
86.09,3,Rural,126015.64
93.92,4,City Center,318465.33
76.41,4,City Center,275332.04
88.61,3,City Center,292646.57
105.18,3,Downtown,392414.87
63.78,4,City Center,226070.96
120.62,4,City Center,393963.2
156.09,6,Industrial,289741.63
83.69,4,Downtown,329736.13
180.77,7,City Center,605635.07
140.43,6,City Center,483068.05
161.22,7,Suburban,401379.45
93.69,4,Suburban,218589.24
154.18,6,Downtown,594518.53
76.32,4,Industrial,156653.97
155.61,5,Downtown,593567.65
126.87,5,Downtown,493963.51
142.13,5,Suburban,336496.1
72.98,4,Suburban,178749.43
84.2,3,Industrial,147113.81
143.89,5,City Center,480101.39
82.07,4,Industrial,161025.12
138.53,6,City Center,478301.76
65.31,3,Rural,97383.49
153.93,6,Suburban,357865.94
70.7,3,Rural,96593.07
142.09,6,Rural,211493.0
145.03,6,Suburban,347442.47
92.13,4,Rural,138231.13
143.28,5,Downtown,542172.72
130.42,5,City Center,450775.07
98.45,4,Industrial,189601.49
79.66,3,Suburban,191081.63
41.49,1,Downtown,158524.4
133.99,5,Industrial,255842.0
57.41,1,Industrial,103497.83
123.81,5,Industrial,233128.65
109.46,4,Rural,150156.07
147.17,6,Rural,205307.71
107.92,4,Rural,139683.18
106.82,4,Rural,152059.09
149.27,7,Downtown,588239.9
133.4,6,Rural,185693.32
